area,fhir_path,concept_display,ehi_join_table,ehi_join_column,epic_local_system,epic_local_code,epic_local_display,target_system,target_code,target_display,anchor_method,ehi_verified,confidence,notes,system_class
vital,Observation.code,Height,IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,11,Height,http://loinc.org,8716-3,Vital signs,dual-coding,yes,medium,"generic flowsheet panel LOINC stamped on all vitals, not concept-specific",standard
vital,Observation.code,Weight,IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,14,Weight,http://loinc.org,29463-7,Body weight,dual-coding,yes,high,1:n FLO_MEAS_ID->LOINC fan-out,standard
vital,Observation.code,Weight,IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,14,Weight,http://loinc.org,3141-9,Body weight Measured,dual-coding,yes,high,1:n FLO_MEAS_ID->LOINC fan-out,standard
vital,Observation.code,Weight,IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,14,Weight,http://loinc.org,8716-3,Vital signs,dual-coding,yes,medium,"generic flowsheet panel LOINC stamped on all vitals, not concept-specific",standard
vital,Observation.code,BMI (Calculated),IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,301070,BMI (Calculated),http://loinc.org,39156-5,Body Mass Index (BMI) [Ratio],dual-coding,yes,high,1:n FLO_MEAS_ID->LOINC fan-out,standard
vital,Observation.code,BMI (Calculated),IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,301070,BMI (Calculated),http://loinc.org,8716-3,Vital signs,dual-coding,yes,medium,"generic flowsheet panel LOINC stamped on all vitals, not concept-specific",standard
vital,Observation.code,BP Position,IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,210000000013,BP Position,http://loinc.org,8716-3,Vital signs,dual-coding,yes,medium,"generic flowsheet panel LOINC stamped on all vitals, not concept-specific; only generic LOINC present for this measure in target",standard
vital,Observation.code,BP Cuff Size,IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,210000000014,BP Cuff Size,http://loinc.org,8716-3,Vital signs,dual-coding,yes,medium,"generic flowsheet panel LOINC stamped on all vitals, not concept-specific; only generic LOINC present for this measure in target",standard
vital,Observation.component.code[text=BP Systolic],Blood Pressure (Systolic),IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,5,BP,http://loinc.org,8480-6,Systolic blood pressure,component-split,yes,high,"per-half BP component LOINC; reuses packed FLO_MEAS_ID 5 coding, disambiguated by component code.text",standard
vital,Observation.component.code[text=BP Diastolic],Blood Pressure (Diastolic),IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,5,BP,http://loinc.org,8462-4,Diastolic blood pressure,component-split,yes,high,"per-half BP component LOINC; reuses packed FLO_MEAS_ID 5 coding, disambiguated by component code.text",standard
