area,fhir_path,concept_display,ehi_join_table,ehi_join_column,epic_local_system,epic_local_code,epic_local_display,target_system,target_code,target_display,anchor_method,ehi_verified,confidence,notes,system_class
problem,Condition.code,"Allergic rhinoconjunctivitis, seasonal and perennial",PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,406413,"Allergic rhinoconjunctivitis, seasonal and perennial",http://hl7.org/fhir/sid/icd-10-cm,J30.2,Other seasonal allergic rhinitis,content-match,yes,medium,embedded Epic DX 2029089 absent from this export; recovered DX_ID via name match,standard
problem,Condition.code,"Allergic rhinoconjunctivitis, seasonal and perennial",PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,406413,"Allergic rhinoconjunctivitis, seasonal and perennial",http://hl7.org/fhir/sid/icd-10-cm,H10.10,"Acute atopic conjunctivitis, unspecified eye",content-match,yes,medium,embedded Epic DX 2029089 absent from this export; recovered DX_ID via name match,standard
problem,Condition.code,"Allergic rhinoconjunctivitis, seasonal and perennial",PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,406413,"Allergic rhinoconjunctivitis, seasonal and perennial",http://hl7.org/fhir/sid/icd-10-cm,J30.89,Other allergic rhinitis,content-match,yes,medium,embedded Epic DX 2029089 absent from this export; recovered DX_ID via name match,standard
problem,Condition.code,"Allergic rhinoconjunctivitis, seasonal and perennial",PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,406413,"Allergic rhinoconjunctivitis, seasonal and perennial",http://snomed.info/sct,878820003,Rhinoconjunctivitis,content-match,yes,medium,embedded Epic DX 2029089 absent from this export; recovered DX_ID via name match,standard
problem,Condition.code,"Allergic rhinoconjunctivitis, seasonal and perennial",PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,406413,"Allergic rhinoconjunctivitis, seasonal and perennial",http://snomed.info/sct,61582004,Allergic Rhinitis,content-match,yes,medium,embedded Epic DX 2029089 absent from this export; recovered DX_ID via name match,standard
problem,Condition.code,"Allergic rhinoconjunctivitis, seasonal and perennial",PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,406413,"Allergic rhinoconjunctivitis, seasonal and perennial",http://snomed.info/sct,473460002,Allergic Conjunctivitis,content-match,yes,medium,embedded Epic DX 2029089 absent from this export; recovered DX_ID via name match,standard
problem,Condition.code,"Allergic rhinoconjunctivitis, seasonal and perennial",PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,406413,"Allergic rhinoconjunctivitis, seasonal and perennial",http://hl7.org/fhir/sid/icd-9-cm,477.9,"Allergic rhinoconjunctivitis, seasonal and perennial",content-match,yes,medium,embedded Epic DX 2029089 absent from this export; recovered DX_ID via name match,standard
problem,Condition.code,Pollen-food allergy,PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,432113,Pollen-food allergy,http://hl7.org/fhir/sid/icd-10-cm,T78.19XA,"Other adverse food reactions, not elsewhere classified, initial encounter",content-match,yes,medium,embedded Epic DX 1712504 absent from this export; recovered DX_ID via name match,standard
problem,Condition.code,Pollen-food allergy,PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,432113,Pollen-food allergy,http://snomed.info/sct,432807008,Pollen-Food Allergy,content-match,yes,medium,embedded Epic DX 1712504 absent from this export; recovered DX_ID via name match,standard
problem,Condition.code,Pollen-food allergy,PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,432113,Pollen-food allergy,http://hl7.org/fhir/sid/icd-9-cm,995.7,Pollen-food allergy,content-match,yes,medium,embedded Epic DX 1712504 absent from this export; recovered DX_ID via name match,standard
problem,Condition.code,Preventative health care,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,192858,Preventative health care,http://snomed.info/sct,305058001,Patient encounter status (finding),content-match,yes,medium,,standard
problem,Condition.code,Preventative health care,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,192858,Preventative health care,http://hl7.org/fhir/sid/icd-9-cm,V70.0,Routine general medical examination at a health care facility,content-match,yes,medium,,standard
problem,Condition.code,Preventative health care,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,192858,Preventative health care,http://hl7.org/fhir/sid/icd-10-cm,Z00.00,Encounter for general adult medical examination without abnormal findings,content-match,yes,medium,,standard
problem,Condition.code,"Gastroesophageal reflux disease, unspecified whether esophagitis present",PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,1620157,"Gastroesophageal reflux disease, unspecified whether esophagitis present",http://snomed.info/sct,235595009,Gastroesophageal reflux disease (disorder),content-match,yes,medium,,standard
problem,Condition.code,"Gastroesophageal reflux disease, unspecified whether esophagitis present",PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,1620157,"Gastroesophageal reflux disease, unspecified whether esophagitis present",http://snomed.info/sct,698065002,Acid reflux (finding),content-match,yes,medium,,standard
problem,Condition.code,"Gastroesophageal reflux disease, unspecified whether esophagitis present",PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,1620157,"Gastroesophageal reflux disease, unspecified whether esophagitis present",http://hl7.org/fhir/sid/icd-9-cm,530.81,Esophageal reflux,content-match,yes,medium,,standard
problem,Condition.code,"Gastroesophageal reflux disease, unspecified whether esophagitis present",PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,1620157,"Gastroesophageal reflux disease, unspecified whether esophagitis present",http://hl7.org/fhir/sid/icd-10-cm,K21.9,Gastro-esophageal reflux disease without esophagitis,content-match,yes,medium,,standard
problem,Condition.code,Screening for diabetes mellitus,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,15362,Screening for diabetes mellitus,http://snomed.info/sct,305058001,Patient encounter status (finding),content-match,yes,medium,,standard
problem,Condition.code,Screening for diabetes mellitus,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,15362,Screening for diabetes mellitus,http://hl7.org/fhir/sid/icd-9-cm,V77.1,Screening for diabetes mellitus,content-match,yes,medium,,standard
problem,Condition.code,Screening for diabetes mellitus,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,15362,Screening for diabetes mellitus,http://hl7.org/fhir/sid/icd-10-cm,Z13.1,Encounter for screening for diabetes mellitus,content-match,yes,medium,,standard
problem,Condition.code,Screening for hyperlipidemia,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,187132,Screening for hyperlipidemia,http://snomed.info/sct,305058001,Patient encounter status (finding),content-match,yes,medium,,standard
problem,Condition.code,Screening for hyperlipidemia,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,187132,Screening for hyperlipidemia,http://hl7.org/fhir/sid/icd-9-cm,V77.91,Screening for lipoid disorders,content-match,yes,medium,,standard
problem,Condition.code,Screening for hyperlipidemia,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,187132,Screening for hyperlipidemia,http://hl7.org/fhir/sid/icd-10-cm,Z13.220,Encounter for screening for lipoid disorders,content-match,yes,medium,,standard
problem,Condition.code,COVID-19,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,1494821880,COVID-19,http://snomed.info/sct,840539006,Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder),content-match,yes,medium,"name ""COVID-19"" maps to 2 DX_IDs (1494821881/1494821880); chose 1494821880 (referenced in this export)",standard
problem,Condition.code,COVID-19,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,1494821880,COVID-19,http://hl7.org/fhir/sid/icd-9-cm,079.89,"Other specified viral infection, in conditions classified elsewhere and of unspecified site",content-match,yes,medium,"name ""COVID-19"" maps to 2 DX_IDs (1494821881/1494821880); chose 1494821880 (referenced in this export)",standard
problem,Condition.code,COVID-19,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,1494821880,COVID-19,http://hl7.org/fhir/sid/icd-10-cm,U07.1,COVID-19,content-match,yes,medium,"name ""COVID-19"" maps to 2 DX_IDs (1494821881/1494821880); chose 1494821880 (referenced in this export)",standard
problem,Condition.code,Past history of nut allergy,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,335983,Past history of nut allergy,http://snomed.info/sct,762616007,History of food allergy (situation),content-match,yes,medium,,standard
problem,Condition.code,Past history of nut allergy,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,335983,Past history of nut allergy,http://hl7.org/fhir/sid/icd-9-cm,V15.05,Allergy to other foods,content-match,yes,medium,,standard
problem,Condition.code,Past history of nut allergy,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,335983,Past history of nut allergy,http://hl7.org/fhir/sid/icd-10-cm,Z91.018,Allergy to other foods,content-match,yes,medium,,standard
problem,Condition.code,Cervicalgia,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,8804,Cervicalgia,http://snomed.info/sct,81680005,Neck pain (finding),content-match,yes,medium,"name ""Cervicalgia"" maps to 2 DX_IDs (461053/8804); chose 8804 (referenced in this export)",standard
problem,Condition.code,Cervicalgia,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,8804,Cervicalgia,http://hl7.org/fhir/sid/icd-9-cm,723.1,Cervicalgia,content-match,yes,medium,"name ""Cervicalgia"" maps to 2 DX_IDs (461053/8804); chose 8804 (referenced in this export)",standard
problem,Condition.code,Cervicalgia,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,8804,Cervicalgia,http://hl7.org/fhir/sid/icd-10-cm,M54.2,Cervicalgia,content-match,yes,medium,"name ""Cervicalgia"" maps to 2 DX_IDs (461053/8804); chose 8804 (referenced in this export)",standard
problem,Condition.code,"Chronic post-traumatic headache, not intractable",PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,342609,"Chronic post-traumatic headache, not intractable",http://snomed.info/sct,230477005,Chronic post-traumatic headache (disorder),content-match,yes,medium,"name ""Chronic post-traumatic headache, not intractable"" maps to 2 DX_IDs (515659/342609); chose 342609 (referenced in this export)",standard
problem,Condition.code,"Chronic post-traumatic headache, not intractable",PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,342609,"Chronic post-traumatic headache, not intractable",http://hl7.org/fhir/sid/icd-9-cm,339.22,Chronic post-traumatic headache,content-match,yes,medium,"name ""Chronic post-traumatic headache, not intractable"" maps to 2 DX_IDs (515659/342609); chose 342609 (referenced in this export)",standard
problem,Condition.code,"Chronic post-traumatic headache, not intractable",PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,342609,"Chronic post-traumatic headache, not intractable",http://hl7.org/fhir/sid/icd-10-cm,G44.329,"Chronic post-traumatic headache, not intractable",content-match,yes,medium,"name ""Chronic post-traumatic headache, not intractable"" maps to 2 DX_IDs (515659/342609); chose 342609 (referenced in this export)",standard
problem,Condition.code,Primary hypertension,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,108212,Primary hypertension,http://snomed.info/sct,59621000,Essential hypertension (disorder),content-match,yes,medium,,standard
problem,Condition.code,Primary hypertension,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,108212,Primary hypertension,http://hl7.org/fhir/sid/icd-9-cm,401.9,Unspecified essential hypertension,content-match,yes,medium,,standard
problem,Condition.code,Primary hypertension,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,108212,Primary hypertension,http://hl7.org/fhir/sid/icd-10-cm,I10,Essential (primary) hypertension,content-match,yes,medium,,standard
problem,Condition.code,Late effect of traumatic injury to brain,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,284018,Late effect of traumatic injury to brain,http://snomed.info/sct,429656004,Late effect of traumatic injury to brain (disorder),content-match,yes,medium,,standard
problem,Condition.code,Late effect of traumatic injury to brain,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,284018,Late effect of traumatic injury to brain,http://hl7.org/fhir/sid/icd-9-cm,907.0,Late effect of intracranial injury without mention of skull fracture,content-match,yes,medium,,standard
problem,Condition.code,Late effect of traumatic injury to brain,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,284018,Late effect of traumatic injury to brain,http://hl7.org/fhir/sid/icd-10-cm,S06.9XAS,"Unspecified intracranial injury with loss of consciousness status unknown, sequela",content-match,yes,medium,,standard
problem,Condition.code,"Traumatic injury of head, initial encounter",PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,1177374,"Traumatic injury of head, initial encounter",http://snomed.info/sct,82271004,Injury of head (disorder),content-match,yes,medium,,standard
problem,Condition.code,"Traumatic injury of head, initial encounter",PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,1177374,"Traumatic injury of head, initial encounter",http://hl7.org/fhir/sid/icd-9-cm,959.01,"Head injury, unspecified",content-match,yes,medium,,standard
problem,Condition.code,"Traumatic injury of head, initial encounter",PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,1177374,"Traumatic injury of head, initial encounter",http://hl7.org/fhir/sid/icd-10-cm,S09.90XA,"Unspecified injury of head, initial encounter",content-match,yes,medium,,standard
problem,Condition.code,Post-concussion headache,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,442362,Post-concussion headache,http://snomed.info/sct,25064002,Headache (finding),content-match,yes,medium,,standard
problem,Condition.code,Post-concussion headache,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,442362,Post-concussion headache,http://hl7.org/fhir/sid/icd-9-cm,339.20,"Post-traumatic headache, unspecified",content-match,yes,medium,,standard
problem,Condition.code,Post-concussion headache,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,442362,Post-concussion headache,http://hl7.org/fhir/sid/icd-10-cm,G44.309,"Post-traumatic headache, unspecified, not intractable",content-match,yes,medium,,standard
problem,Condition.code,"Gastroesophageal reflux disease, esophagitis presence not specified",PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,1181154,"Gastroesophageal reflux disease, esophagitis presence not specified",http://snomed.info/sct,235595009,Gastroesophageal reflux disease (disorder),content-match,yes,medium,,standard
problem,Condition.code,"Gastroesophageal reflux disease, esophagitis presence not specified",PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,1181154,"Gastroesophageal reflux disease, esophagitis presence not specified",http://hl7.org/fhir/sid/icd-9-cm,530.81,Esophageal reflux,content-match,yes,medium,,standard
problem,Condition.code,"Gastroesophageal reflux disease, esophagitis presence not specified",PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,1181154,"Gastroesophageal reflux disease, esophagitis presence not specified",http://hl7.org/fhir/sid/icd-10-cm,K21.9,Gastro-esophageal reflux disease without esophagitis,content-match,yes,medium,,standard
problem,Condition.code,Lipoma of head,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,1236545,Lipoma of head,http://snomed.info/sct,354431000119105,Lipoma of head (disorder),content-match,yes,medium,,standard
problem,Condition.code,Lipoma of head,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,1236545,Lipoma of head,http://hl7.org/fhir/sid/icd-9-cm,214.0,Lipoma of skin and subcutaneous tissue of face,content-match,yes,medium,,standard
problem,Condition.code,Lipoma of head,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,1236545,Lipoma of head,http://hl7.org/fhir/sid/icd-10-cm,D17.0,"Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck",content-match,yes,medium,,standard
problem,Condition.code,Nevus,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,212474,Nevus,http://snomed.info/sct,92069005,Benign neoplasm of soft tissue (disorder),content-match,yes,medium,,standard
problem,Condition.code,Nevus,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,212474,Nevus,http://hl7.org/fhir/sid/icd-9-cm,216.9,"Benign neoplasm of skin, site unspecified",content-match,yes,medium,,standard
problem,Condition.code,Nevus,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,212474,Nevus,http://hl7.org/fhir/sid/icd-10-cm,D22.9,"Melanocytic nevi, unspecified",content-match,yes,medium,,standard
problem,Condition.code,Dyspepsia,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,94362,Dyspepsia,http://snomed.info/sct,162031009,Indigestion (finding),content-match,yes,medium,,standard
problem,Condition.code,Dyspepsia,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,94362,Dyspepsia,http://hl7.org/fhir/sid/icd-9-cm,536.8,Dyspepsia and other specified disorders of function of stomach,content-match,yes,medium,,standard
problem,Condition.code,Dyspepsia,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,94362,Dyspepsia,http://hl7.org/fhir/sid/icd-10-cm,R10.13,Epigastric pain,content-match,yes,medium,,standard
problem,Condition.code,Encounter to establish care,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,444804,Encounter to establish care,http://snomed.info/sct,305058001,Patient encounter status (finding),content-match,yes,medium,,standard
problem,Condition.code,Encounter to establish care,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,444804,Encounter to establish care,http://hl7.org/fhir/sid/icd-9-cm,V65.8,Other reasons for seeking consultation,content-match,yes,medium,,standard
problem,Condition.code,Encounter to establish care,PAT_ENC_DX,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,444804,Encounter to establish care,http://hl7.org/fhir/sid/icd-10-cm,Z76.89,Persons encountering health services in other specified circumstances,content-match,yes,medium,,standard
